code,name,scie,grup,desc
F011,"Radish, round, red skin",Raphanus sativus,Roots and Tubers,A. Mula; B. Mula; G. Muda; H. Muli; Kan. Mullangi; Kh. Muli pyllon; Mal. Mullangi; Mar. Mula; N. Mula; O. Mula; P. Gonglu; S. Moolikaa; Tam. Mullangi; Tel. Mullangi; U. Mooli.
F012,"Radish, round, white skin",Raphanus sativus,Roots and Tubers,A. Mula; B. Mula; G. Muda; H. Muli; Kan. Mullangi; Kh. Muli pyllon; Mal. Mullangi; Mar. Mula; N. Mula; O. Mula; P. Gonglu; S. Moolikaa; Tam. Mullangi; Tel. Mullangi; U. Mooli.
F013,"Sweet potato, brown skin",Ipomoea batatas,Roots and Tubers,A. Meetha aloo; B. Ranga alu; G. Sakkaria; H. Shakarkand; Kan. Genasu; Kh. Phankaro iong; Mal. Sakkarvalli kazhangu; M. Manghra; Mar. Ratalu; N. Sakhar Khand; O. Kandamula; P. Sakkargandi; Tam. Sakkarvalli kizhangu; Tel. Chilagada dumpa; U. Ratalu.
F014,"Sweet potato, pink skin",Ipomoea batatas,Roots and Tubers,A. Meetha aloo; B. Ranga alu; G. Sakkaria; H. Shakarkand; Kan. Genasu; Kh. Phankaro saw; Mal. Sakkarvalli kazhangu; M. Manghra; Mar. Ratalu; N. Sakhar Khand; O. Kandamula; P. Sakkargandi; Tam. Sakkarvalli kizhangu; Tel. Chilagada dumpa; U. Ratalu.
F015,Tapioca,Manihot esculenta,Roots and Tubers,A. Sagi; B. Simla alu; G. Aararoot; H. Simla alu; Kan. Mra genasu; Kh. Phan dieng; Mal. Mrachini; M. U Manghra; Mar. Simla  Batata; N. Tarul; O. Kathakonda; P. Simla alu; Tam. Maravalli kizhangu; Tel. Krrapendalamu; U. Kasawa soji.
F016,Water Chestnut,Eleocharis dulcis,Roots and Tubers,"A.Pani singora; B. Pani phal; G. Shingoda; H., Mar. Shingara; Kash. Goer; Mal. Karimpolam; M. Kaothum; O. Pani singhara; P. Shingada; Tam. Singhara; Tel. Kubyakam."
F017,"Yam, elephant",Amorphophallus paeoniifolius,Roots and Tubers,"A. Ol kachu; B. Ol; E. Elephant foot yam, Whitespot giant arum; G. Suran; H. Zimikandha; Kan. Suvarna gadda; Kh. Shriew hati; Mal. Chena; M. Haa; Mar. Suran; O. Suran; P. Zimikand; Tam. Karunai kizhangu; Tel. Kandha dumpa."
F018,"Yam, ordinary",Dioscorea strydomiana,Roots and Tubers,"A. Kath aloo; B. Gherkochoo; E. White yam, Winged yam, Water yam, Purple yam; G. Ratadu; H. Sooran; Kan. Suvarna gadda; Kh. Shriew jrong; Mal. Chena; M. Haa; Mar. Goradu; N. Pidaloo; O. Khamba alu; S. Aalu; Tam. Karunai kizhangu; Tel. Durdakandagadda."
F019,"Yam, wild",Dioscorea villosa,Roots and Tubers,A. Jongoli kosu; B. Ranga alu; G. Ratadu; H. Suaralu; Kan. Hegganasu; Kh. Shriew lieh; Mal. Kattuchena; M. Haa; Mar. Suran; Tam. Kodi kizhangu; Tel. Chedu paddu dumpa.
G001,"Chillies, green-1",Capsicum annum,Condiments and Spices,A. Kesa jalakia; E. Chili pepper; G. Lila marcha; H. Hara Mirchi; Kan. Hasi Menasinakayi; Kash. Marach wangun; Kh. Sohmynken heh; Mal. Mulaku; M. Morok; Mar. Mulaku; N. Hariyo khursani; O. Kancha Lanka; P. Hara mirchi; S. Marichika; Tam. Pachhai milagai; Tel. Pacchi Mirapakaya; U. Hara mirchi.
G002,"Chillies, green-2",Capsicum annum,Condiments and Spices,A. Kesa jalakia; E. Chili pepper; G. Lila marcha; H. Hara Mirchi; Kan. Hasi Menasinakayi; Kash. Marach wangun; Kh. Soh mynken dkhar; Mal. Mulaku; M. Morok; Mar. Mulaku; N. Hariyo khursani; O. Kancha Lanka; P. Hara mirchi; S. Marichika; Tam. Pachhai milagai; Tel. Pacchi Mirapakaya; U. Hara mirchi.
G003,"Chillies, green-3",Capsicum annum,Condiments and Spices,A. Kesa jalakia; E. Chili pepper; G. Lila marcha; H. Hara Mirchi; Kan. Hasi Menasinakayi; Kash. Marach wangun; Kh. Soh mynken dkhar; Mal. Mulaku; M. Morok; Mar. Mulaku; N. Hariyo khursani; O. Kancha Lanka; P. Hara mirchi; S. Marichika; Tam. Pachhai milagai; Tel. Pacchi Mirapakaya; U. Hara mirchi.
G004,"Chillies, green-4",Capsicum annum,Condiments and Spices,A. Kesa jalakia; E. Chili pepper; H. Hara Mirchi; Kan. Hasi Menasinakayi; Kash. Marach wangun; Kh. Soh mynken dkhar; Mal. Mulaku; M. Morok; Mar. Mulaku; N. Hariyo khursani; O. Kancha Lanka; P. Hara mirchi; S. Marichika; Tam. Pachhai milagai; Tel. Pacchi Mirapakaya; U. Hara mirchi.
G005,"Chillies, green-5",Capsicum annum,Condiments and Spices,A. Kesa jalakia; E. Chili pepper; G. Vadhvani marcha; H. Hara Mirchi; Kan. Hasi Menasinakayi; Kash. Marach wangun; Kh. Soh mynken dkhar; Mal. Mulaku; M. Morok; Mar. Mulaku; N. Hariyo khursani; O. Kancha Lanka; P. Hara mirchi; S. Marichika; Tam. Pachhai milagai; Tel. Pacchi Mirapakaya; U. Hara mirchi.
G006,"Chillies, green-6",Capsicum annum,Condiments and Spices,A. Kesa jalakia; E. Chili pepper; G. Lila marcha; H. Hara Mirchi; Kan. Hasi Menasinakayi; Kash. Marach wangun; Kh. Soh mynken dkhar; Mal. Mulaku; M. Morok; Mar. Mulaku; N. Hariyo khursani; O. Kancha Lanka; P. Hara mirchi; S. Marichika; Tam. Pachhai milagai; Tel. Pacchi Mirapakaya; U. Hara mirchi.
G007,"Chillies, green-7",Capsicum annum,Condiments and Spices,A. Kesa jalakia; E. Chili pepper; G. Gola marcha; H. Hara Mirchi; Kan. Hasi Menasinakayi; Kash. Marach wangun; Kh. Soh mynken beb; Mal. Mulaku; M. Morok; Mar. Mulaku; N. Hariyo khursani; O. Kancha Lanka; P. Hara mirchi; S. Marichika; Tam. Pachhai milagai; Tel. Pacchi Mirapakaya; U. Hara mirchi.
G008,"Chillies, green - all varieties",Capsicum annum,Condiments and Spices,A. Kesa jalakia; E. Chili pepper; H. Hara Mirchi; Kan. Hasi Menasinakayi; Kash. Marach wangun; Kh. Soh mynken dkhar; Mal. Mulaku; M. Morok; Mar. Mulaku; N. Hariyo khursani; O. Kancha Lanka; P. Hara mirchi; S. Marichika; Tam. Pachhai milagai; Tel. Pacchi Mirapakaya; U. Hara mirchi.
G009,Coriander leaves,Coriandrum sativum,Condiments and Spices,"A. Dhania paat; B. Dhone pata; E. Cilantro, Chinese parsley; G. Dhana pandada; H. Hara dhania; Kan. Kothambari; Kash. Daaniwal; Kh. Dhonia dkhar; Mal. Kothamalli; M. Fadhighom Mana; Mar. Kothimbir; N. Hario Dhaniya; O. Dhania Patra; P. Hara dhaniya patta; Tam. Kothamalli; Tel. Kothimiri; U. Hara dhaniya."
G010,Curry leaves,Murraya koenigii,Condiments and Spices,A. Narasingha paat; B. Karhi-pat; E. Sweet Neem leaves; G. Kadi umdo; H. Gandhela ; Kan. Karibevu; Kash. Curry patta; Kh. Sla Kori; Mal. Kariveppilai; M. Curry Pata; Mar. Gandhela; N. Kary patta; O. Bhursanga Patra; P. Kadhi patta; S. Girinimba; Tam. Kariveppilai; Tel. Karivepaku; U. Kadi ka patta.
G011,"Garlic, big cloves",Allium sativum,Condiments and Spices,A. Nohoru; B. Rashun; G. Lasan; H. Lehsan; Kan. Bellulli; Kash. Ruhan; Kh. Rynsun heh/ Rynsun dkhar; Mal. Vellulli; M. Chanam; Mar. Lasoon; N. Lasun; O. Rasuna; P. Lasan; S. Lashoonam; Tam. Poondu; Tel. Vellulli; U. Laisan.
G012,"Garlic, small cloves",Allium sativum,Condiments and Spices,A. Nohoru; B. Rashun; G. Lasan; H. Lehsan; Kan. Bellulli; Kash. Ruhan; Kh. Rynsun rit; Mal. Vellulli; M. Chanam; Mar. Lasoon; N. Lasun; O. Rasuna; P. Lasan; S. Lashoonam; Tam. Poondu; Tel. Vellulli; U. Laisan.
G013,"Garlic, single clove, Kashmir",Allium sativum,Condiments and Spices,A. Nohoru; B. Ek koya Rashun; G. Lasan; H. Lehsan; Kan. Bellulli; Kash. Ruhan; Kh. Rynsun; Mal. Vellulli; M. Chanam; Mar. Lasoon; N. Lasun; O. Rasuna; P. Lasan; S. Lashoonam; Tam. Ottrai poondu; Tel. Vellulli; U. Laisan.
G014,"Ginger, fresh",Zinziber officinale,Condiments and Spices,A. Ada kesa; B. Ada; G. Adu; H. Adrak ; Kan. Shunti; Kash. Adrak; Kh. Sying bah; Mal. Inji; M. Sing; Mar. Ale; N. Aduwa; O. Ada; P. Adrak; S. Aadrak; Tam. Inji; Tel. Allam; U. Adrak.
G015,Mango ginger,Curcuma amada,Condiments and Spices,A. Aam ada; B. Amada; G. Amba Hardar; H. Aam adhrak; Kan. Mavina hasi sunthi; Kash. Adrak; Kh. Sying makhir; Mal. Mangainji; Mar. Amba haldi; P. Aam adrak; Tam. Mainji; Tel. Mamidiallam; U. Aam adrak.
G016,Mint leaves,Mentha spicata,Condiments and Spices,A. Podina; B. Pudina; E. Mentha; G. Phudino; H. Pudina; Kan. Pudina; Kash. Pudinth; Kh. Pudina; Mal. Pudina; M. Nungsihidak; Mar. Pudina; N. Baabari; O. Pudina Patra; P. Pudina; Tam. Pudina; Tel. Pudina; U. Pudina.
G017,"Onion, big",Allium cepa,Condiments and Spices,"A. Piyanj; B. Peyaj; E. Bulb onion, Common onion; G. Kando; H. Pyaz; Kan. Eerulli; Kash. Gandha; Kh. Piat; Mal. Ulli; M. Tilhou; Mar. Kanda; N. Pyaj; O. Piaja; P. Gandhe; S. Palaanduh; Tam. Vengayam; Tel. Neerulli/Ullipaya; U. Pyaaz."
G018,"Onion, small",Allium cepa,Condiments and Spices,"A. Xoru Piyanj; B. Gundhun; E. Bulb onion, Common onion; G. Dungri (nani); H. Pyaaz Kali; Kan. Chikk Eerulli; Kash. Praan; Kh. Piat rit; Mal. Cheriya Ulli; M. Tilhou ; Mar. Kanda; N. Chayapi; P. Gandhe; Tam. Chinna vengayam; Tel. Chinna ullipaya; U. Pyaaz."
G019,Asafoetida,Ferula assa-foetida,Condiments and Spices,"A. Hing; B. Hing; E. Food of the Gods, Jowani Badian, Hengu, Ingu, Kayam, Ting; G. Hing; H. Hing ; Kan. Hingu; Kash. Yangu; Kh. U hing; Mal. Perungayam; M. Hing; Mar. Hing; N. Hing; O. Hingu; P. Hing; S. Badhika; Tam. Perugayam; Tel. Inguva; U. Hing."
G020,"Cardamom, green",Elettaria cardamomum,Condiments and Spices,A. Ilasi; B. Elach; E. True cardamom; G. Alechi; H. Elaychi; Kan. Yelakki; Kash. Aa’l budu’a aa’ l; Kh. Elaishi; Mal. Elakkai; M. Elaichi; Mar. Veldoda; N. Alaichi; O. Alaichi; P. Shoti elaychi; S. Ela; Tam. Elakkai; Tel. Elakkai; U. Elaichi.
G021,"Cardamom, black",Elettaria cardamomum,Condiments and Spices,"B. Boro elach; E. Hill cardamom, Bengal cardamom, Greater cardamom, Indian cardamom, Nepal cardamom, Winged cardamom, Brown cardamom; G. Moti alechi; A. Ilasi; H. Badi elaychi; Kan. Yelakki; Kash. Aa’l budu’a aa’ l; Kh. Elaichi; Mal. Elathari; M. Elaichi; Mar. Veldoda; N. Alaichi; O. Alaichi; P. Baddi elaychi; S. Ela; Tam. Elakkai; Tel. Elakkai; U. Elaichi."
G022,"Chillies, red",Capsicum annum,Condiments and Spices,A. Sukan jolokia; B. Shuckhuo Lonka; E. Red chilli pepper; G. Lal marcha (sukha); H. Mirchi; Kan. Ona Menasinakayi; Kh. Sohmynken trykhong; Mal. Mulaku; M. Morok Akangba; Mar. Mulaku; N. Rato Khursani; O. Lanka; P. Lal mircha; Tam. Varamilagai; Tel. Mirapakaya; U. Lal mirchi.
G023,Cloves,Syzygium aromaticum,Condiments and Spices,A. Long; B. Lobong; G. Lavang; H. Lavang; Kan. Lavanga; Kash. Ruang; Kh. U long; Mal. Krambu; M. Long; Mar. Lavang; N. Luwang; O. Labang; P. Long; S. Lavanga; Tam. Krambu; Tel. Lavangu; U. Long.
G024,Coriander seeds,Coriandrum sativum,Condiments and Spices,"A. Dhoniya; B. Dhone; E. Cilantro seeds, Chinese parsley seeds; G. Sukha dhana; H. Dhania; Kan. Kothambari; Kash. Daaniwal; Kh. Symbai dhania; Mal. Kothambalari; M. Fadhighom Maru; Mar. Dhane; N. Dhania; O. Dhania; P. Dhania; S. Dhanyaka; Tam. Kothamalli vidhai; Tel. Dhaniyalu; U. Dhaniya."
G025,Cumin seeds,Cuminum cyminum,Condiments and Spices,A. Jeera; B. Jire; G. Jiru; H. Jira; Kan. Jeerage; Kash. Zyur; Kh. U jeera; Mal. Jeerakam; M. Jeera; Mar. Jira; N. Jeera; O. Jira; P. Jira; S. Jiraka; Tam. Jeerakam; Tel. Jeelakarra; U. Jira.
G026,Fenugreek seeds,Trigonella foenum graecum,Condiments and Spices,A. Methi; B. Methi; G. Methi dana ; H. Methi; Kan. Menthe; Kash. Meeth; Kh. Symbai methi; Mal. Uluva; M. Methi; Mar. Methi; N. Methi; O. Methi; P. Methi; S. Methe; Tam. Venthayam; Tel. Menthulu; U. Methi.
G027,Mace,Myristica fragrans,Condiments and Spices,B. Jayitri; E. Nutmeg; G. Javantri; H. Avithri; Kan. Jalwatur; Kash. Jalwatur; Mal. Jathipatri; Mar. Jaypatri; O. Jayitri; P. Jaipatri; Tam. Jathipatri; Tel. Japathri; U. Javantri.
G028,Nutmeg,Myristica fragrans,Condiments and Spices,"A. Jaiphal; B. Jayphal; E. Fragrant nutmeg, True nutmeg; G. Jayaphad; H. Jaiphal; Kan. Jayikayi mara; Kash. Zaaphal; Mal. Jathikai; Mar. Jayaphala; N. Jaiphal; O. Jaiphal; P. Jaiphal; S. Jatiphala; Tam. Jathikai; Tel. Jajikaya; U. Jaifal."
G029,Omum,Trachyspermum ammi,Condiments and Spices,"A. Ajwain; B. Joan; E. Ajwain, Ajowan, Ajowan caraway, Ajman, Bishop`s weed, Carom; G. Ajmo; H. Ajwan; Kan. Oma; Kash. Jawind; Kh. Paspron; Mal. Ayamothakam; Mar. Onva; O. Juani; P. Ajwain; S. Ajamoda; Tam. Omum; Tel. Vamu; U. Ajwain."
G030,Pippali,Piper longum,Condiments and Spices,"B. Pipul; E. Long pepper, Indian long pepper; G. Khus khus; H. Pipli; Kan. Kandan Lippili; Kh. Sohmarit khlaw; Mal. Tippali; Mar. Pimpli; O. Sarupippali; P.  Javantri; S. Pippali; Tam. Tippili; Tel. Pippallu; U. Pipul."
G031,"Pepper, black",Piper nigrum,Condiments and Spices,"A. Kola jaluk; B. Golmarichi; E. Peppercorn; G. Mari; H. Kalimirchi; Kan. Kari menasu; Kash. Marutus; Kh. Soh marit; Mal. Kurumlaku; Mar. Mire; N. Marich; O. Golomarcho; P. Kalimirchi; S. Marich ushna, hapusha; Tam. Milagu; Tel. Mirayalu; U. Kaali Mirch."
G032,Poppy seeds,Papaver somniferum,Condiments and Spices,A. Afoo guti; B. Posta; G. Aphina; H. Postdana; Kan. Afim; Kash. Khaskhash; Mal. Afiam; Mar. Khaskhas; N. Khus Khus; O. Postak; P. Khas Khas; S. Khasa; Tam. Khasakhasa; Tel. Gasagasalu; U. Khash Khash.
G033,Turmeric powder,Curcuma domestica,Condiments and Spices,A. Halodhi; B. Holud; G. Haddar; H. Haldi; Kan. Anashina; Kash. Lader; Kh. Shynrai; Mal. Manjal; M. Yaingang; Mar. Halad; N. Besar; O. Haladi; P. Haldi; S. Haladi; Tam. Manjal; Tel. Pasupu; U. Haldi.
H001,Almond,Prunus amygdalus,Nuts and Oil Seeds,A. China badam; B. Badam; G. Badam; H. Badam; Kan. Badam; Kash. Badam; Kh. Almon; Mal. Vatam kottai; M. Badam; Mar. Badam; N. Kagji Badam; O. Badam; P. Badam; Tam. Badam paruppu; Tel. Badam Pappu; U. Badam.
H002,"Arecanut, dried, brown",Areca catechu,Nuts and Oil Seeds,"A.Sufari; B. Supari; E. Areca nut, Betel nut; G. Sopari; H. Supari; Kan. Adike; Kash. Supari; Kh. Kwai tyrkhong; Mal. Adakka; M. Kwa Maru; Mar. Supari; N. Supari; O. Gua; P. Supari; S. Puuga; Tam. Kottai paakku; Tel. Vakka; U. Supari."
H003,"Arecanut, dried, red color",Areca catechu,Nuts and Oil Seeds,"A. Sufari; B. Supari; E. Areca nut, Betel nut; G. Sopari; H. Supari; Kan. Adike; Kash. Supaari; Kh. Kwai supari; Mal. Adakka; M. Kwa Maru; Mar. Supari; N. Supari; O. Gua; P. Supari; S. Puuga; Tam. Paakku; Tel. Vakka; U. Supari."
H004,"Arecanut, fresh",Areca catechu,Nuts and Oil Seeds,"A. Kesa tamul; B. Supari; E. Areca nut, Betel nut; G. Sopari; H. Supari; Kan. Adike; Kash. Supaari; Kh. Kwai im; Mal. Adakka; M. Kwa Maru; Mar. Supari; N. Supari; O. Gua; P. Supari; S. Puuga; Tam. Paakku; Tel. Vakka; U. Supari."
H005,Cashew nut,Anacardium occidentale,Nuts and Oil Seeds,A. Kaju badam; B. Hijli Badam; G. Kaju; H. Kaju; Kan. Geru beeja; Kash. Kaju; Kh. Soh kashu; Mal. Kasu andi; M. Kaju; Mar. Kaju; N. Kaju; O. Lanka ambu; P. Kaju; Tam. Mundiri paruppu; Tel. Jeedi pappu; U. Kaju.
H006,"Coconut, kernel, dry",Cocos nucifera,Nuts and Oil Seeds,A. Dab narikol; B. Narkel; G. Kopra ni kachli; H. Nariyal; Kan. Thengini kai; Kash. Narjil; Kh. Snep kor trykhong; Mal. Thenga; M. Yubi Akangba; Mar. Narel; O. Nadia; P. Gola; Tam. Kopparai; Tel. Endu Kobbari; U. Khopra.
H007,"Coconut, kernel, fresh",Cocos nucifera,Nuts and Oil Seeds,A. Narikol; B. Narkel; G. Nariyad; H. Nariyal; Kan. Thengina kayi; Kash. Narjeel; Kh. Snep kor im; Mal. Karikku; M. Yubi; Mar. Narel; N. Naribel; O. Paida; P. Nariyal; S. Naarikela; Tam. Thenkai; Tel. Kobbari; U. Nariyel.
H008,"Garden cress, seeds",Lepidium sativum,Nuts and Oil Seeds,A. Soru manimunni ; B. Halim; G. Asadiyo; H. Halim; Kan. Allibija; Mal. Alivirai; Mar. Ahiva; P. Halim; Tam. Alivirai; Tel. Adityala.
H009,"Gingelly seeds, black",Sesamum indicum,Nuts and Oil Seeds,A. Kola til; B. Til; E. Sesame seeds; G. Kada tal; H. Til; Kan. Acchellu; Kash. Til; Kh. Nei iong; Mal. Ellu; M. Thoiding Amuba; Mar. Til; N. Teel; O. Rasi; P. Til; S. Til; Tam. Ellu; Tel. Nuvvulu; U. Til .
H010,"Gingelly seeds, brown",Sesamum indicum,Nuts and Oil Seeds,A. Matia rangar til; B. Til; E. Sesame seeds; G. Tal; H. Til; Kan. Acchellu; Kash. Til; Kh. Nei; Mal. Ellu; M. Thoiding; Mar. Til; N. Teel; O. Rasi; P. Til; S. Til; Tam. Ellu; Tel. Nuvvulu; U. Til.
H011,"Gingelly seeds, white",Sesamum indicum,Nuts and Oil Seeds,A. Boga til; B. Til; E. Sesame seeds; G. Safed tal; H. Til; Kan. Acchellu; Kash. Til; Kh. Nei; Mal. Ellu; M. Thoiding Angouba; Mar. Til; N. Teel; O. Rasi; P. Til; S. Til; Tam. Ellu; Tel. Nuvvulu; U. Til.
H012,Ground nut,Arachis hypogea,Nuts and Oil Seeds,"A. Badam; B. China badam; E. Peanut, Groundnut, Goober; G. Singdana; H. Moog phali; Kan. Kadale kayi; Kash. Moong phalli; Kh. Badam; Mal. Nilakkadalai; M. Leibak Hawai; Mar. Bhui mug; O. China badam; P. Moog phali; Tam. Verkadalai; Tel. Verusenaga; U. Moog phali."
H013,Mustard seeds,Brassica nigra,Nuts and Oil Seeds,A. Soriyah; B. Sorse; G. Rai; H. Rai; Kan. Sasuve; Kash. Assur; Kh. Symbai syrso; Mal. Kadugu; M. Hangham Maru; Mar. Mohori; N. Rayo; O. Sorisa; P. Rai; S. Sarssapa; Tam. Kadugu; Tel. Avalu; U. Rai.
H014,Linseeds,Linum usitatissimum,Nuts and Oil Seeds,"B. Tishi; E. Flax seeds, Common flax; G. Adsi; H. Alsi; Kan. Agasi; Kash. Ailsh; Mal. Cheruchana vithu; Mar. Jawas; O. Pesi; P. Alsi; S. Atasii; Tam. Ali vidai; Tel. Avise ginzalu; U. Alsi."
H015,"Niger seeds, black",Guizotia abyssinica,Nuts and Oil Seeds,A. Sorguja; B. Ram til; G. Kada tal; H. Kala til; Kan. Gurellu; Kash. Bazar-Bhang; Mal. Karim jeerakam; Mar. Karale; Tam. Kattelu; Tel. Valasulu.
H016,"Niger seeds, grey",Guizotia abyssinica,Nuts and Oil Seeds,A. Sorguja; B. Ram til; G. Tal; H. Kala til; Kan. Gurellu; Kash. Bazar-Bhang; Mal. Karim jeerakam; Mar. Karale; Tam. Kattelu; Tel. Valasulu.
H017,Pine seeds,Pinus sp.,Nuts and Oil Seeds,E. Pine nut; G. Chilgoza; H. Chilgoza; Kash. Chilgoza; Kh. Symbai soh kseh; Mar. Jhurane biya; P. Rhi.
H018,Pistachio nuts,Pistacia vera,Nuts and Oil Seeds,A. Pista; B. Pesta; G. Pista; H. Pista; Kan. Pista; Kash. Pista; Kh. Pista; Mal. Pista; Mar. Pista; N. Pista; O. Pista; P. Pista; Tam. Pista; Tel. Pista; U. Pista.
H019,Safflower seeds,Carthamus tinctorius,Nuts and Oil Seeds,B. Kusum; G. Kusumbo; H. Kardi; Kan. Kusambe; Kh. Symbai tiew sngi; Mal. Karadi; Mar. Karadi; Tam. Sendurkan vidhai; Tel. Kusuma ginzalu.
H020,Sunflower seeds,Helianthus annuus,Nuts and Oil Seeds,A. Beli phular guti; B. Suraj mukhi; G. Suraj mukhi na bee; H. Surya mukhi; Kan. Sryakanti bijagalu; Kh. Symbai tiew sngi; Mal. Suryakanthi; M. Numitlei Maru; Mar. Surya mukhi; O. Surjya Mukhi Manji; P. Suraj mukhi; Tam. Suryakanthi vidhai; Tel. Podduthirugidi puvvu ginzalu.
H021,Walnut,Juglans regia,Nuts and Oil Seeds,A. Akhrot; B. Akhrot; G. Akhrot; H. Akhrot; Kan. Akrodu; Kash. Dhoon; Kh. Walnut; Mal. Akrottandi; M. Heijukha; Mar. Akhrod; N. Okhar; O. Akhoot; P. Akhrot; Tam. Akhrot; Tel. Akrot kaya; U. Akhrut.
I001,"Jaggery, cane",Saccharum officinarum,Sugars,A. Gur; B. Gurh; G. God; H. Gud; Kan. Bella; Kash. Gor; Kh. Mithai Gur; Kon. Godd; Mal. Vellam; M. Chini Anganba; Mar. Gul; O. Guda; P. Gud; Tam. Mandavellam; Tel. Bellam; U. Gud.
I002,"Sugarcane, juice",Saccharum officinarum,Sugars,A. Kunhiyar; B. Akher rosh; G. Sherdino ras; H. Ganne-ka-ras; Kan. Kabbina halu; Kash. Ganne rus; Kh. Soh Pai; Mal. Karumbin neeru; M. Chuhing; Mar. Usacha rasa; O. Aakhu Dorua; P. Ganne-da-ras; Tam. Karumbu charu; Tel. Cheruku rasam; U. Ganne-ke-ras.
J001,"Button mushroom, fresh",Agaricus sp.,Mushrooms,"A. Mushroom; B. Banger chata; E. Common mushroom, Portobello mushroom; G. Biladi no top; Kan. Aanabay/Aanabe; Kash. Hadder; Kh. Tit budam; Mal. Kun koon; M. Chenghum; Mar. Bhoochhtra; O. Chatu; P. Khoomba; Tam. Kaalaan; Tel. Putta Godugu."
J002,"Chicken mushroom, fresh",Lactiporus sp.,Mushrooms,A. Mushroom; B. Banger chata; G. Biladi no top; Kan. Aanabay/Aanabe; Kash. Hadder; Kh. Tit tyndong; Mal. Kun koon; M. Chenghum; Mar. Bhoochhtra; O. Chatu; P. Khoomba; Tam. Kaalaan; Tel. Putta Godugu.
J003,"Shiitake mushroom, fresh",Lentinula sp.,Mushrooms,A. Mushroom; B. Banger chata; G. Biladi no top; Kan. Aanabay/Aanabe; Kash. Hadder; Mal. Kun koon; M. Uyen; Mar. Bhoochhtra; O. Chatu; P. Khoomba; Tam. Kaalaan; Tel. Putta Godugu.
J004,"Oyster mushroom, dried",Pleurotus sp.,Mushrooms,B. Banger chata; G. Biladino top; Kan. Aanabay/Aanabe; Kash. Hadder; Mal. Kun koon; M. Chenghum; Mar. Bhoochhtra; O. Chatu; P. Khoomba; Tam. Kaalaan; Tel. Putta Godugu.
K001,Toddy,,Miscellaneous Foods,"A. Tari; B. Tari; E. Palm wine; Kan. Henda; G. Tadi; H. Tarai; Kh. Kiad lieh; Mar., O. Tadi; P. Todhi; Mal., Tam., Tel. Kallu."
K002,Coconut water,Cocos nucifera,Miscellaneous Foods,A. Dab narikolor pani; B. Daberjal; G. Nariyad nu pani; H. Nariyal ka pani; Kan. Thenga neeru; Kash. Narji pooen; Kh. Um snepkor; Mal. Thenga vellam; M. Yubi Mahi; Mar. Naral pani; O. Paida pani; P. Gola da pani; Tam. Ilaneer; Tel. Kobbari neeru.
L001,"Milk, whole, Buffalo",,Milk and Milk Products,A. Mohor gakhir; B. Dudha (Mosher); G. Bhes nu dhudh; H. Bhains ka dhood; Kan. Uemma halu; Kash. Doodh; Kh. Dud muid; Mal. Kerbau paal; M. Eroi Sanghom; Mar. Doodh (Maish); O. Mainsi dudha; P. Maz da doodh; Tam. Erumaipal; Tel. Gedha/Barre palu.
L002,"Milk, whole, Cow",,Milk and Milk Products,A. Garoor gakhir; B. Doodh (garu); G. Gai nu dhudh; H. Gai ka doodh; Kan. Hasuvina halu; Kash. Doodh; Kh. Dud masi; M. San Sanghom; Mar. Doodh (gay); O. Gai dudha; P. Gaan da doodh; S. Gow kshiram; Tam. Pasumpaal; Tel. Aavu paalu.
L003,Paneer,,Milk and Milk Products,A. Paneer; B. Chena; E. Cottage Cheese; G. Paneer; H. Chhena; Kan. Tali; Kash. Chaman; Kh. Paneer; Mal. Palkatti; M. Channa; O. Chhena; P. Paneer; Tam. Paladai; Tel. Paalavirugudu.
L004,Khoa,,Milk and Milk Products,"A. Khoa; B., H., Kan., Mal., P., Tel. Khoa; G. Mavo; Kash. Khoya; Kh. Malai khowa; O. Khua; P. Khoya; Tam. Thirattupal."
M001,"Egg, poultry, whole, raw",,Egg and Egg Products,A. Koni; B. Dim; G. Indu; H. Anda; Kan. Motte; Kash. Thool; Kh. Pylleng; Kon. Tandri/Tanti; Mal. Mutta; M. Yairum; Mar. Ande; N. Anda/Phool; O. Anda; P. Anda; Tam. Muttai; Tel. Guddu; U. Anda.
M002,"Egg, poultry, white, raw",,Egg and Egg Products,A. Koni Boga; B. Dimer Shada Ongsho; G. Indu no Safed Bhaag; H. Ande ki Safedi; Kan. Motteya Bili; Kash. Thool Safed Hissa; Kh. Pylleng Lieh; Kon. Tantyacho Dhovo Bhag; Mal. Muttayude Vella; M. Yairum Angouba; Mar. Andyacha Pandhra Balak; N. Andako Seto Bhag; O. Andara Dhala Ansa; P. Ande di Safedi; Tam. Muttai Vellai Karu; Tel. Guddu Tella Sona; U. Ande ki Safedi.
M003,"Egg, poultry, yolk, raw",,Egg and Egg Products,A. Koni Halodhiya; B. Dimer Kushum; G. Indu ni Pili Jardi; H. Ande ki Zardi; Kan. Motteya Haladi; Kash. Thool Pila Hissa; Kh. Pylleng Stem; Kon. Tantyacho Holduvo Bhag; Mal. Muttayude Manja; M. Yairum Amanba; Mar. Andyacha Pivla Balak; N. Andako Pahenlo Bhag; O. Andara Haladia Ansa; P. Ande di Zardi; Tam. Muttai Manjal Karu; Tel. Guddu Pacha Sona; U. Ande ki Zardi.
