code,name,scie,lang,grup,regn,tags,yield,preparation
O055,"Pork, spleen",,A. Gahorir Pliha; B. Shukorer Pliha; G. Suar ni Barol; H. Suar ki Tilli; Kan. Handi Pliha; Kh. ?. ; Kon. Dukrachem Pano?; Mal. Panni Irachi Pliha; M. Ok Pliha?; Mar. Dukkarachi Panthari; N. Sungur ko Phiyo; O. Ghusuri Pliha; P. Suar di Tilli; Tam. Panri Manneral; Tel. Pandi Plihamu; U. Suar ki Tilli.,Animal Meat,3,nonveg,0.77,Trimming/Cutting
O056,"Pork, kidneys",,A. Gahorir Kankalam; B. Shukorer Brikko; G. Suar na Gurda; H. Suar ke Gurde; Kan. Handi Mutrapinda; Kh. ?. Nier?; Kon. Dukrachem Mutpin; Mal. Panni Irachi Vrikka; M. ?. ; Mar. Dukkarache Gurde/Mutrapind; N. Sungur ko Mirgaula; O. Ghusuri Brikko; P. Suar de Gurde; Tam. Panri Siruneeragam; Tel. Pandi Mutrapindalu; U. Suar ke Gurde.,Animal Meat,5,nonveg,0.77,Trimming/Cutting
O057,"Pork, tube (small intestine)",,B. Shukorer Nari; H. Suar ki Aant; Mal. Panni Irachi Kudal; Mar. Dukkarachi Aantadi; O. Ghusuri Anta; P. Suar di Aant; Tam. Panri Kudal; Tel. Pandi Karulu; U. Suar ki Aant.,Animal Meat,1,nonveg,0.77,Trimming/Cutting
O058,"Hare, shoulder",,H. Khargosh ka Kandha; P. Khargosh da Modha; Tam. Muyal Tholpattai; U. Khargosh ka Kandha. (Hare/Rabbit often use same term 'Khargosh'),Animal Meat,1,nonveg,0.67,Trimming/Cutting
O059,"Hare, chops",,H. Khargosh ki Champ; P. Khargosh di Champ; U. Khargosh ki Champ.,Animal Meat,1,nonveg,0.67,Trimming/Cutting
O060,"Hare, leg",,H. Khargosh ki Tang; P. Khargosh di Latt; Tam. Muyal Kaal; U. Khargosh ki Tang.,Animal Meat,1,nonveg,0.67,Trimming/Cutting
O061,"Rabbit, shoulder",,A. Xoha Posur Kandh; B. Shoshoker Kandh; G. Sasla no Khabho; H. Khargosh ka Kandha; Kan. Molada Bhujada Mamsa; Mal. Muyal Chumal; Mar. Sasa che Khande; N. Kharayo ko Kaandh; O. Thekua Kandha Mansa; P. Khargosh da Modha; Tam. Muyal Tholpattai Kari; Tel. Kundelu Bhujamu Mamsam; U. Khargosh ka Kandha.,Animal Meat,1,nonveg,0.67,Trimming/Cutting
O062,"Rabbit, chops",,B. Shoshoker Chaap; H. Khargosh ki Champ; P. Khargosh di Champ; U. Khargosh ki Champ.,Animal Meat,1,nonveg,0.67,Trimming/Cutting
O063,"Rabbit, leg",,A. Xoha Posur Theng; B. Shoshoker Thyang; G. Sasla na Tang; H. Khargosh ki Tang; Kan. Molada Kaalu; Mal. Muyal Kaal; Mar. Sasa che Paay; N. Kharayo ko Khutta; O. Thekua Goda; P. Khargosh di Latt; Tam. Muyal Kaal; Tel. Kundelu Kaallu; U. Khargosh ki Tang.,Animal Meat,1,nonveg,0.67,Trimming/Cutting
P001,Allathi,Elops machnata,"E. Tenpounder, Ladyfish, Indo pacific Tarpon; Mal. Valli poomeen, Vallipoomeen; Mar. Shonas, Dandeli, Chirya; O. Naum; Tam. Poomeen, Ullahti, Manna, Mooran Kendai; Tel. Jinnagow, Jallagu; [Place of collection: Chennai]",Marine Fish,1,fishetarian nonveg,0.575,Gutting/Scaling/Trimming
P002,Aluva,Parastromateus niger,"E. Black pomfret, Brown Pomfret, Pomfret; G. Halwa, Adadio; Kan. Thondrotte; Kon. Halwa; Mal. Karuvolli, Karauthakoli, Avoli, Vellavoli; Mar. Halwa; Tam. Vellaivaval, Vavval, Karuvaval; Tel. Nallachanduva, Chanduva, Thellachanduva; [Place of collection: Vizag, Goa and Mumbai]",Marine Fish,3,fishetarian nonveg,0.575,Gutting/Scaling/Trimming
P003,Anchovy,Stolephorus indicus,"E. Indian anchovy, Hardenberg`s anchovy; Mal. Conetholi; Mar. Dindus; Tam. Tamil Nethilli; Tel. Nattoo; [Place of collection: Chennai and Kochi]",Marine Fish,2,fishetarian nonveg,0.575,Gutting/Scaling/Trimming
P004,Ari fish,Aprion virescens,"Mal. Kurali; Tam. Kila meen, Komu kila; E. Green jobfish; [Place of collection: Kochi]",Marine Fish,1,fishetarian nonveg,0.575,Gutting/Scaling/Trimming
P005,Betki,Lates calcarifer,"E. Barramundi, Asian sea bass, Cockup, Cock up, Giant Sea Perch, Giant Seaperch; B. Bhekti; G. Bekti, Gariyu; Kan. Keliji, Koliji; Mal. Narimeen, Nuddee meen, Nair meen, Nari meen; Mar. Khajura, Jiteda, Khajuri, Fitadar; O. Durruah, Bekkut; Tam. Painnee meen, Koduva, Keduwa; Tel. Pandu kopah, Dadhara, Pandu menu; [Place of collection: Kolkata]",Marine Fish,1,fishetarian nonveg,0.575,Gutting/Scaling/Trimming
P006,Black snapper,Macolor niger,Mal. Kari Kuruval; Tam. Karutha Kuruval; E. Black snapper; [Place of collection: Kolkata],Marine Fish,1,fishetarian nonveg,0.575,Gutting/Scaling/Trimming
P007,Bombay duck,Harpadon nehereus,"E. Bummalo; B. Nehare, Lutia, Bamaloh; G. Bumla, Gulchi; Mar. Bunmalo, Bombil; O. Bombil; Tam. Vangaravasi; Tel. Cucah sawahri, Coco mottah; Common. Lizardfish; [Place of collection: Mumbai and Kolkata]",Marine Fish,2,fishetarian nonveg,0.575,Gutting/Scaling/Trimming
P008,Bommuralu,Muraenesox cinerius,"Tam. Kotuna, Pambu meen; Tel. Kotla pama, Tolli pama; E. Daggertooth pike conger, Dagger tooth pike conger; Common. Eel; [Place of collection: Chennai, Goa and Vizag]",Marine Fish,3,fishetarian nonveg,0.575,Gutting/Scaling/Trimming
P009,Cat fish,Tachysurus thalassinus,"Mal. Valia Etta; Tam. Ven Etta; Tel. Thella Jella; E. Giant Catfish, Giant Sea Catfish; Common. Marine catfish; [Place of collection: Chennai]",Marine Fish,1,fishetarian nonveg,0.575,Gutting/Scaling/Trimming
P010,Chakla,Rachycentron canadum,"E. Cobia, Black kingfish, Black King Fish, Butterfish, Black salmon, Ling, Lemonfish, Crabeater, Prodigal son, Black bonito; G. Modasa; Mal. Neimeen; Mar. Muddus, Sakala, Sakla, Madusa; Tam. Cuddul verarl, Kadal viral; Tel. Peddah mottah; Common. Perciform marine fish; [Place of collection: Mumbai, Vizag, Goa, Mandapam and Chennai]",Marine Fish,5,fishetarian nonveg,0.575,Gutting/Scaling/Trimming
P011,Chappal,Aluterus monoceros,"Tam. Klathi, Thol Meen; Tel. Kommu Thoka; Mal. Clathi; Mar. Phutaki; E. Unicorn leatherjacket; Common. Filefish; [Place of collection: Goa]",Marine Fish,1,fishetarian nonveg,0.575,Gutting/Scaling/Trimming
P012,Chelu,Elagatis bipinnulata,"E. Rainbow runner, Rainbow yellowtail, Spanish jack, Hawaiian salmon; Mal. Poomeen, Chameen; Tam. Kulkul; Common. Pelagic marine fish; [Place of collection: Vizag and Chennai]",Marine Fish,2,fishetarian nonveg,0.575,Gutting/Scaling/Trimming
P013,Chembali,Lutjanus quinquelineatus,"Mal. Chemballi, Chembally; Tam. Vellakkara; Tel. Rangoo; E. Five lined snapper, Blue striped snapper, Fivelines Seaperch, Gold striped Sea-perch, Five line Snapper, Fivelined Snapper; Common. Snapper; [Place of collection: Kochi]",Marine Fish,1,fishetarian nonveg,0.575,Gutting/Scaling/Trimming
P014,Eri meen,Pristipomoides filamentosus,"Mal. Eri meen, Velameen; Tam. Eri meen, Nedunkala; E. Crimson jobfish, Crimson snapper, Opakapaka, Hawaiian pink snapper; Common. Snapper; [Place of collection: Kochi]",Marine Fish,1,fishetarian nonveg,0.575,Gutting/Scaling/Trimming
P015,Gobro,Epinephelus diacanthus,"E. Coral Cod, Six barred Reef Cod, Thornycheek Grouper, Spinycheek Grouper, Grouper, Six barred Reef cod, Seabass, Coral Trout; Kan. Guri; Kon. Gobri; Mal. Kalawa, Varayan Kalawa; Mar. Gobra, Hekaru; Tam. Kalava; Common. Serranid fish; [Place of collection: Mumbai and Goa]",Marine Fish,2,fishetarian nonveg,0.575,Gutting/Scaling/Trimming
P016,Guitar fish,Rhinobatus prahli,"Mal. Veenna Meen; Tam. Padangan; Tel. Sorra Padhangan; Mar. Lanjav; G. Papan; E. Guitarfish, Prahli Guitarfish; Common. Ray; [Place of collection: Chennai]",Marine Fish,1,fishetarian nonveg,0.575,Gutting/Scaling/Trimming
P017,Hilsa,Tenualosa ilisha,"E. Ilish, Hilsa, River Shad, Indian Shad, Hilsa Shad; A. Elish, Ilish; B. Ilishmach, Ilish, Hilsa, Ilisha, Hilsha; G. Chaski, Palla, Chaksi, Chakshi; H. Hilsa; Kan. Palasa, Paliya, Polasa, Palia, Mullasu; Mal. Paluva, Valava, Paliyah; Mar. Palva, Chaksi, Pala, Palla; O. Ilisha, Ilish, Jodi; Tam. Karuva ullam, Sevva, Dolum, Ullam, Oolum; Tel. Palasah, Polasa, Palasa, Palia; Common. Herring; [Place of collection: Kochi]",Marine Fish,2,fishetarian nonveg,0.575,Gutting/Scaling/Trimming
P018,Jallal,Arius sp.,Tel. Jella; Tam. Kaeluthi; Mal. Etta; O. Kontia; B. Tengra; E. Arius; Common. Catfish; [Place of collection: Vizag],Marine Fish,1,fishetarian nonveg,0.575,Gutting/Scaling/Trimming
P019,Jathi vela meen,Lethrinus lentjan,"E. Pig face Bream, Silver Spotted Sea Bream, Bridled Pigface bream; Mal. Pullivelameen, Kadu; Tam. Valamin; Tel. Karua; Common. Emperor fish; [Place of collection: Mumbai and Mandapam]",Marine Fish,2,fishetarian nonveg,0.575,Gutting/Scaling/Trimming
P020,Kadal bral,Synodus indicus,"Mal. Kadal Varal, Kechi; Tam. Palli Meen, Ooli meen; Tel. Bathisaapa; Kan. Arna Manji; Mar. Chor Bombil; E. Indian lizardfish; Common. Lizardfish; [Place of collection: Kochi]",Marine Fish,1,fishetarian nonveg,0.575,Gutting/Scaling/Trimming
P021,Kadali,Nemipterus mesoprion,"Tam. Kadali, Kendai; Mal. Murumeen, Kerachoondan; Tel. Kadali, Goli; E. Redfilament Threadfin bream; [Place of collection: Chennai]",Marine Fish,1,fishetarian nonveg,0.575,Gutting/Scaling/Trimming
P022,Kalamaara,Leptomelanosoma indicum,"E. Indian threadfin, Monk Fish, Thread Fin, Row Ball, Bastard Mullets, Bamin, Threadfin, Indian Salmon, Giant Threadfin, Indian Threadfin; G. Dara, Darha, Dadha; Kan. Vahmeenu, Ramas; Mal. Thamuthi, Yeta, Wahmeen, Baameen, Norakudiyan, Bahmin; Mar. Dara, Darha, Chelna; Tam. Thiravalai, Vellaikala, Seenakalai, Tahlunkala, Panigala, Valanakala, Kala, Battihiravalai, Kondiangalai, Kattikalai; Tel. Podikimaga, Budathamaga, Boddumaga, Thellamaga, Sahala, Maga-booshee; Common. Coastal fish; [Place of collection: Goa and Vizag]",Marine Fish,2,fishetarian nonveg,0.575,Gutting/Scaling/Trimming
P023,Kalava,Epinephelus coioides,"Mal. Kalava, Panni Kalava; Tam. Kalavan, Pulli Kalava; Tel. Bontha; Mar. Hekaru, Gobra; Kan. Gopra; E. Orange spotted grouper, Estuary cod; [Place of collection: Mandapam]",Marine Fish,1,fishetarian nonveg,0.575,Gutting/Scaling/Trimming
P024,Kanamayya,Lutjanus rivulatus,"E. Blubberlip snapper, Maori Snapper, Multi coloured Snapper; Mal. Kathupiriyan; Tam. Cuttu pirium; Common. Snapper; [Place of collection: Chennai and Vizag]",Marine Fish,2,fishetarian nonveg,0.575,Gutting/Scaling/Trimming
P025,Kannadi paarai,Alectis indicus,"Tam. Kannadi Paarai, Kattamparei; Mal. Kannadi Paarai, Vattapara; Tel. Badil; Mar. Kat Bangda; E. Diamond trevally, Indian threadfish, Indian threadfin, Mirror fish, Plumed trevally; Common. Coastal marine fish; [Place of collection: Mumbai, Chennai and Mandapam]",Marine Fish,3,fishetarian nonveg,0.575,Gutting/Scaling/Trimming
P026,Karimeen,Etroplus suratensis,"E. Green chromide, Pearlspot cichlid, Banded pearlspot, Striped chromide, Pearl Spot, Banded Etroplus; Kan. Elimeenu; Kash. Pitul; Kon. Kalunder; Mal. Karimeen, Erumeen, Irimeen; O. Cundahle; Tam. Seththa Kendai, Karassar, Sethakendai, Sethakandai, Palincha, Panishettai, Udupatti; Tel. Cashi mara, Cashimara, Duvvenachepa; Common. Cichlid fish; [Place of collection: Kochi]",Marine Fish,1,fishetarian nonveg,0.575,Gutting/Scaling/Trimming
P027,Karnagawala,Anchoa hepsetus,"Tel. Karna Gawala; Tam. Nethili, Poruva; Mal. Netholi, Kozhuva; Kan. Bolingei; E. Broad striped anchovy; [Place of collection: Vizag]",Marine Fish,1,fishetarian nonveg,0.575,Gutting/Scaling/Trimming
P028,Kayrai,Thunnus albacares,"E. Yellowfin tuna, Yellow Fin Tuna; G. Gedar, Gedara; Kon. Bokado; Mal. Poovan choora; Mar. Kuppa, Gedar, Bugudi, Pimp; Tam. Soccer; Common. Tuna; [Place of collection: Chennai]",Marine Fish,2,fishetarian nonveg,0.575,Gutting/Scaling/Trimming
P029,Kiriyan,Atule mate,"E. Yellowtail scad, Northern yellowtail scad, One finlet scad, Deep trevally, Omaka, Horse Mackerel; Kan. Gondlu; Mal. Para; Tam. Pulli Parai, Para, Warri parah, Vennai Parai, Semaparai, Parai, Thenga Parai, Komaraparai, Kilisai; Tel. Manjal Parai, Pulli Parai, Para; Common. Small inshore marine fish; [Place of collection: Kochi]",Marine Fish,1,fishetarian nonveg,0.575,Gutting/Scaling/Trimming
P030,Kite fish,Mobula kuhlii,Mal. Kozhi Thirandi; Tam. Kozhi Thirukkai; Tel. Tekku Madava; E. Shortfin devil ray; Common. Ray; [Place of collection: Kochi],Marine Fish,1,fishetarian nonveg,0.575,Gutting/Scaling/Trimming
P031,Korka,Terapon jarbua,"E. Crescent grunter, Target Fish, Crescent Bass, Crescent Perch, Tiger Bass, Jarbua Terapon, Tiger perch, Squeaking Perch; B. Boorgooni, Jeerpye; G. Garangeta, Naida; Kan. Gore; Mal. Kotha, Marakkeri, Keeri, Kallakeedam; Mar. Naveri Hajam, Naveri; O. Gahnu, Galikooru; Tam. Mattakkeechan, Palin keetchan, Kovakeechan, Palinkeechan, Pootankeeli, Keeli, Keechan, Chavathinnikeeli; Tel. Baikeeli, Kilipothu, Ganam, Samudrakili; Common. Grunter; [Place of collection: Kochi]",Marine Fish,1,fishetarian nonveg,0.575,Gutting/Scaling/Trimming
P032,Kulam paarai,Carangoides fulvoguttatus,"Tam. Kulam Paarai, Pulli Paarai; Mal. Manja Paarai; Tel. Pulli Para; E. Yellowspotted trevally, Yellowspotted kingfish, Goldspotted trevally, Tarrum; Common. Large inshore marine fish; [Place of collection: Chennai]",Marine Fish,1,fishetarian nonveg,0.575,Gutting/Scaling/Trimming
P033,Maagaa,Polynemus plebeius,"Tel. Maga, Budatha Maga; Tam. Pozhakkala; O. Sahala; B. Tape Machh; Mar. Rawas; E. Striped threadfin; Common. Marine fish; [Place of collection: Vizag]",Marine Fish,1,fishetarian nonveg,0.575,Gutting/Scaling/Trimming
P034,Mackerel,Rastrelliger kanagurta,"E. Indian mackerel, Rake Gillat Mackerel; G. Bangada; Kan. Bangda, Bangadei, Bangada; Kon. Bangada; Mal. Ayila, Ayala, Ayla; Mar. Kaulagedar, Bangada, Kaula Gedar; O. Karan kita; Tam. Kanangeluthi, Kumala, Kumla, Augalai; Tel. Kannangadatha, Kanagurta, Kamangadachalu; Common. Mackerel; [Place of collection: Chennai, Mumbai and Goa]",Marine Fish,3,fishetarian nonveg,0.575,Gutting/Scaling/Trimming
P035,Manda clathi,Naso reticulatus,Tam. Manda Klathi; Mal. Manda Klathi; E. Reticulated unicornfish; [Place of collection: Mandapam],Marine Fish,1,fishetarian nonveg,0.575,Gutting/Scaling/Trimming
P036,Matha,Acanthurus mata,"E. Elongate surgeonfish, Blue lined surgeonfish; Mal. Pala; Common. Marine tropical fish; [Place of collection: Chennai and vizag]",Marine Fish,2,fishetarian nonveg,0.575,Gutting/Scaling/Trimming
P037,Milk fish,Chanos chanos,"E. Milkfish, Milk fish, White Mullet; Kan. Humeen, Hoomeenu, Hoo meenu; Mal. Poomeen; Tam. Pal kendai, Palmeen, Tulu candul, Thullu, Palai meen; Tel. Pallabontha, Polah bontah; [Place of collection: Mandapam]",Marine Fish,1,fishetarian nonveg,0.575,Gutting/Scaling/Trimming
P038,Moon fish,Mene maculata,"E. Moonfish; G. Vaniani; Kan. Hakkimeen; Mal. Ambattan parah; Tam. Ambutan parah, Amattikatti; Common. Perch fish; [Place of collection: Mumbai]",Marine Fish,1,fishetarian nonveg,0.575,Gutting/Scaling/Trimming
P039,Mullet,Mugil cephalus,"E. Flathead grey mullet, Flathead Greymullet; B. Ain; G. Bhomat, Boi, Gandhia; Kan. Mala; Mal. Tirutha, Thirutha, Tiruta; Mar. Boi, Mangan, Boita, Pilas, Bol, Pilsa, Sherto; Tam. Madavai, Kasmeen, Manla; Tel. Kathiparega, Kathi parenga; Common. Food fish; [Place of collection: Mumbai, Kochi and Chennai]",Marine Fish,3,fishetarian nonveg,0.575,Gutting/Scaling/Trimming
P040,Mural,Tylosurus crocodilus crocodilus,"E. Houndfish, Crocodile needlefish, Giant Longtom; Mal. Oola, Keran; Mar. Tol; Tam. Pahmum kolah; Tel. Wahlah kuddera; Common. Game fish; [Place of collection: Mandapam]",Marine Fish,1,fishetarian nonveg,0.575,Gutting/Scaling/Trimming
P041,Myil meen,Istiophorus platypterus,"E. Indo Pacific sailfish, Peacock Fish, Sail Fish, Indian Sail Fish, Sailfish; G. Tadmachhi, Kunga; Mal. Ola meen, Olameen; Mar. Tadmasa; Common. Sailfish; [Place of collection: Chennai and Mandapam]",Marine Fish,2,fishetarian nonveg,0.575,Gutting/Scaling/Trimming
P042,Nalla bontha,Epinephelus sp,"G. Wekhali, Wekhanu, Wekhru; Kan. Gopra, Muni Meenu; Kon. Gobri; Mal. Kalawa; Mar. Gobra, Hekru, Hekaru; O. Bhala; Tam. Punni calawah, Kalava; Tel. Bontha, Kodi Punju, Bontoo; E. Giant Rock Cod, Malabar Rockcod, Brown-spotted Grouper, Estuary Rock cod, Malabar Grouper, Morgan`s Cod, Blackspot Cod, Malabar Reef Cod, Speckled Grouper., Blacksaddle Grouper, Malabar Cod, Speckled Grouper, Grouper, Greasy Grouper, Blackspotted Rockcod, Malabar Reefcod, Estuary Cod, Malabar Rock Cod; Common. Large serranid fish; [Place of collection: Vizag]",Marine Fish,1,fishetarian nonveg,0.575,Gutting/Scaling/Trimming
P043,Narba,Caranx sexfasciatus,"E. Bigeye trevally, Bigeye jack, Great trevally, Six banded trevally, Dusky jack, Dusk Jack, Tille Jack; G. Bangada, Kala Bangada; Kan. Gondlu; Mal. Maduthala, Varayan para, Kuluvel; Mar. Kala Bangada; Common. Large marine fish; [Place of collection: Vizag and Mumbai]",Marine Fish,2,fishetarian nonveg,0.575,Gutting/Scaling/Trimming
P044,Paarai,Caranx heberi,"Tam. Paarai, Karunkanni Paarai; Mal. Para; Tel. Para; E. Blacktip trevally, Blacktip kingfish, Yellowtail kingfish; Common. Large marine fish; [Place of collection: Chennnai]",Marine Fish,1,fishetarian nonveg,0.575,Gutting/Scaling/Trimming
P045,Padayappa,Canthidermis maculata,"Mal. Padayappa; Tam. Karuppu Klathi; E. Rough triggerfish, Spotted oceanic triggerfish; Common. Triggerfish; [Place of collection: Kochi]",Marine Fish,1,fishetarian nonveg,0.575,Gutting/Scaling/Trimming
P046,Pali kora,Panna microdon,Mal. Palli Kora; Tam. Palli Korai; E. Panna croaker; [Place of collection: Kochi],Marine Fish,1,fishetarian nonveg,0.575,Gutting/Scaling/Trimming
P047,Pambada,Lepturacanthus savala,"E. Savalai hairtail, Small head hairtail, Small Headed Hairtail, Small Headed Ribbon Fish, Small headed Ribbonfish, Silver Ribbon Fish, Hair Tail, Ribbon Fish; G. Patti; Kan. Pambole; Kon. Bale; Mal. Vellasavala, Thalayan, Vellathalayan, Karupputhalayan, Karuppusavala, Vellithalayan; Mar. Baia, Wagti, Bala; Tam. Chavalai, Karthigaivalai, Savalai, Mattachavalai, Olavalai; Tel. Nadippussavallu, Peddasavallu, Yellasavallu, Savala, Kothisavallu; Common. Snapper; [Place of collection: Chennai and Kochi]",Marine Fish,2,fishetarian nonveg,0.575,Gutting/Scaling/Trimming
P048,Pandukopa,Pseudosciaena manchurica,"Tel. Pandu Kopa; O. Borogo; B. Bhola; Mar. Doma; E. Larimichthys polyactis, Redlip croaker, Small yellow croaker, Little yellow croaker, Yellow corvina; Common. Croaker; [Place of collection: Vizag]",Marine Fish,1,fishetarian nonveg,0.575,Gutting/Scaling/Trimming
P049,Parava,Lactarius lactarius,"E. False trevally, Big jawed jumper, Big jawed jumber; G. Dhangari, Dangri, Chapla, Katli; Kan. Saundala, Adai minu; Mal. Adavu, Parava; Mar. Saundala, Pervi; Tam. Sudumbu, Suthumbu, Guthippu; Tel. Sudumbu, Sudumbala, Kuthuppu; [Place of collection: Kochi]",Marine Fish,1,fishetarian nonveg,0.575,Gutting/Scaling/Trimming
P050,Parcus,Psettodes erumei,"E. Indian halibut, Indian Turbot; G. Hario, Dataro; Kon. Box Lep; Mar. Zhipali, Bhakas; Tam. Erumei nakku; Tel. Noree nalaka; Common. Large primitive flatfish; [Place of collection: Mumbai]",Marine Fish,1,fishetarian nonveg,0.575,Gutting/Scaling/Trimming
P051,Parrot fish,Scarus ghobban,"E. Blue barred parrotfish, Blue trim parrotfish, Cream parrotfish, Globe headed parrotfish, Green blotched parrotfish, Yellow scale parrotfish, Bluechin parrotfish; Mal. Chandi; Common. Marine fish; [Place of collection: Mandapam]",Marine Fish,1,fishetarian nonveg,0.575,Gutting/Scaling/Trimming
P052,Perinkilichai,Pinjalo pinjalo,"E. Pinjalo Snapper; Tam. Mette mirrei, Polei oolavai; Common. Snapper; [Place of collection: Chennai]",Marine Fish,1,fishetarian nonveg,0.575,Gutting/Scaling/Trimming
P053,Phopat,Coryphaena hippurus,"E. Mahi mahi, Common dolphinfish, Common Dolphin Fish; B. Pomfret; G. Halwa, Adadio, Himra Machhi; Kan. Thondrotte; Mal. Affunose, Avoli, Karuvoli, Vellavoli; Mar. Abanoos, Halwa, Himra Masa; O. Baal; Tam. Karuvaval, Vavval, Vanna, Vellaivaval, Badahlan, Koppurai kula; Tel. Chanduva, Nallachanduva, Thellachanduva; Common. Surface dwelling ray finned fish; [Place of collection: Chennai, Kochi, Vizag and Mumbai]",Marine Fish,4,fishetarian nonveg,0.575,Gutting/Scaling/Trimming
P054,Piranha,Pygopristis sp.,E. Piranha; [Place of collection: Kochi],Marine Fish,1,fishetarian nonveg,0.575,Gutting/Scaling/Trimming
P055,"Pomfret, black",Parastromateus niger,"E. Black pomfret, Brown Pomfret; G. Halwa, Adadio; Kan. Thondrotte; Kon. Halwa; Mal. Vellavoli, Karuvolli, Avoli, Karauthakoli; Mar. Halwa; Tam. Vellaivaval, Vavval, Karuvaval; Tel. Nallachanduva, Chanduva, Thellachanduva; Common. Pomfret; [Place of collection: Kochi, Chennai, Mumbai, Mandapam, Vizag and Goa]",Marine Fish,2,fishetarian nonveg,0.6,Gutting/Scaling/Trimming
P056,"Pomfret, snub nose",Trachinotus blochii,"E. Snubnose Pampano; Mal. Peeyada; Mar. Ladagoo, Katattitaka; Tam. Kootili; Common. Coastal fish; [Place of collection: Mumbai]",Marine Fish,2,fishetarian nonveg,0.6,Gutting/Scaling/Trimming
P057,"Pomfret, white",Pampus argenteus,"E. Silver pomfret, White pomfret; B. Chandi, Pomfret; G. Vichuda; Kan. Thondrotte, Thondrette, Manji; Kon. Surangat; Mal. Vellavoli, Karuvolli, Avoli, Velutha-avoli; Mar. Saranga, Chandava, Paplet; O. Chandee, Ghia; Tam. Vella vavval, Karuvaval, Vavval, Vellaivaval; Tel. Thellachanduva, Nallachanduva, Chanduva; Common. Butterfish; [Place of collection: Mumbai and Goa]",Marine Fish,2,fishetarian nonveg,0.6,Gutting/Scaling/Trimming
P058,Pranel,Gerres sp.,"E. Whipfin silver biddy, Deepbody mojarra; Kan. Paiya; Mal. Pranjin; Mar. Charbat; Tam. Oodan; Common. Mojarras; [Place of collection: Kochi]",Marine Fish,1,fishetarian nonveg,0.575,Gutting/Scaling/Trimming
P059,Pulli paarai,Gnathanodon speciosus,"E. Golden trevally, Golden kingfish, Banded trevally, King trevally, Golden Toothless Trevally, Horse Mackerel; Kan. Gondlu; Mal. Para; Tam. Pilli parah, Pathi Parah, Para, Thenga Parai, Vennai Parai, Kilisai, Pathi parah, Komaraparai, Pulli Parai, Semaparai, Parai; Tel. Pulli Parai, Para, Poloosoo parah, Manjal Parai; Common. Large marine fish; [Place of collection: Chennai]",Marine Fish,1,fishetarian nonveg,0.575,Gutting/Scaling/Trimming
P060,Queen fish,Scomberoides commersonianus,"E. Doubledotted Queenfish, Talang Queenfish; G. Sag; Kan. Palaimeenu, Diana; Mal. Palameen; Mar. Dagol; Tam. Toal parah, Katta; Tel. Pasupara; Common. Coastal fish; [Place of collection: Chennai, Kochi and Goa]",Marine Fish,3,fishetarian nonveg,0.575,Gutting/Scaling/Trimming
P061,Raai fish,Lobotes surinamensis,"E. Atlantic tripletail, Brown Tripletail, Tripple Tail, Brown Tripletail; G. Katkola; Mal. Parrandee; Mar. Katkola; O. Chota Bekkut; Tam. Musalli; Common. Warm water marine fish; [Place of collection: Chennai and Vizag]",Marine Fish,2,fishetarian nonveg,0.55,Gutting/Scaling/Trimming
P062,Raai vanthu,Epinephelus chlorostigma,"E. Brown spotted reef cod, Souman, Brownspotted grouper, Brown spotted grouper, Brownspotted rockcod., Brown spotted reef cod; G. Vekharu, Vekhala; Kan. Guri; Kon. Gobri; Mal. Pulli Kalawa, Kalava; Mar. Hekru, Hekaru; Tam. Kalava; Common. Grouper fish; [Place of collection: Vizag]",Marine Fish,1,fishetarian nonveg,0.55,Gutting/Scaling/Trimming
P063,Rani,Pink perch,"Tam. Rani Meen, Sankara; Mal. Kilimeen, Chen Kili; Tel. Rani; Mar. Rani; Kan. Rani menu; G. Rani; E. Pink perch, Threadfin bream; Common. Freshwater gamefish; [Place of collection: Goa, Kochi, Chennai, Mumbai, Vizag and Mandapam]",Marine Fish,1,fishetarian nonveg,0.575,Gutting/Scaling/Trimming
P064,"Ray fish, bow head, spotted",Rhina ancylostoma,"E. Bowmouth guitarfish, Shark ray, Mud skate, Bowmouthed Guitarfish; Mar. Sakshi, Lanj; Tam. Mun ultava; Tel. Pottila sora, Nella dindi; Common. Ray; [Place of collection: Kochi]",Marine Fish,1,fishetarian nonveg,0.575,Gutting/Scaling/Trimming
P065,Red snapper,Lutjanus argentimaculatus,"E. Mangrove red snapper, Mangrove jack, Creek red bream, Stuart evader, Dog bream, Purple sea perch, Purple seaperch, Red bass, Red bream, Red perch, Red reef bream, River roman, Rock barramundi, Yellow snapper, Silver spotted Grey Snapper, Gray Snapper, Malabar Red Snapper; G. Ratado; Kan. Chembali; Mal. Murumeen, Pahari, Chemballi; Mar. Tambusa; Tam. Paruthikanni, Patani-keeli, Karuvalai, Nethiprion, Paruthivala Meen, Chenganni, Vekkattai, Thokkal, Cheppili, Karva, Adallu, Vekkattai, Antaleyan; Tel. Rangu, Thundava., Rangoo, Thundava, Kaliviyya; Common. Snapper; [Place of collection: Vizag]",Marine Fish,1,fishetarian nonveg,0.575,Gutting/Scaling/Trimming
